country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/8/2024 11:00,28.7500499,77.1112615,PM2.5,2,99,21
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/8/2024 11:00,28.7500499,77.1112615,CO,18,31,20
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/8/2024 11:00,28.7500499,77.1112615,OZONE,18,67,25
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/8/2024 11:00,28.5710274,77.0719006,OZONE,16,52,19
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/8/2024 11:00,28.6811736,77.3025234,NH3,2,4,3
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/8/2024 11:00,28.6811736,77.3025234,SO2,12,43,21
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/8/2024 11:00,28.628624,77.24106,PM2.5,16,44,28
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/8/2024 11:00,28.73282,77.170633,OZONE,21,52,28
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/8/2024 11:00,28.58028,77.233829,OZONE,8,44,15
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",7/8/2024 11:00,28.5918245,77.2273074,NO2,3,4,3
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",7/8/2024 11:00,28.611281,77.237738,SO2,2,11,6
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",7/8/2024 11:00,28.611281,77.237738,OZONE,9,71,15
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",7/8/2024 11:00,28.636429,77.201067,NH3,6,13,9
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",7/8/2024 11:00,28.636429,77.201067,CO,20,44,32
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/8/2024 11:00,28.60909,77.0325413,OZONE,7,20,13
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/8/2024 11:00,28.570173,76.933762,SO2,14,19,17
India,Delhi,Delhi,"Narela, Delhi - DPCC",7/8/2024 11:00,28.822836,77.101981,CO,27,44,34
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/8/2024 11:00,28.56789,77.250515,NH3,3,5,4
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/8/2024 11:00,28.6573814,77.1585447,NO2,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/8/2024 11:00,28.530785,77.271255,PM10,18,108,63
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/8/2024 11:00,28.530785,77.271255,OZONE,4,34,7
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/8/2024 11:00,28.623763,77.287209,NO2,11,47,25
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/8/2024 11:00,28.674045,77.131023,NH3,3,8,5
India,Delhi,Delhi,"Pusa, Delhi - DPCC",7/8/2024 11:00,28.639652,77.146275,CO,22,77,32
India,Delhi,Delhi,"Pusa, Delhi - DPCC",7/8/2024 11:00,28.639652,77.146275,OZONE,10,17,12
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/8/2024 11:00,28.563262,77.186937,PM2.5,15,60,34
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/8/2024 11:00,28.563262,77.186937,NO2,10,41,16
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/8/2024 11:00,28.563262,77.186937,NH3,4,9,6
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/8/2024 11:00,28.563262,77.186937,SO2,19,40,22
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/8/2024 11:00,28.563262,77.186937,CO,12,34,20
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/8/2024 11:00,28.732528,77.11992,NH3,7,11,9
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/8/2024 11:00,28.732528,77.11992,SO2,4,6,5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/8/2024 11:00,28.6514781,77.1473105,PM2.5,45,88,67
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/8/2024 11:00,28.5504249,77.2159377,NH3,8,13,12
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/8/2024 11:00,28.710508,77.249485,CO,24,55,34
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",7/8/2024 11:00,28.531346,77.190156,PM10,33,54,44
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/8/2024 11:00,28.672342,77.31526,SO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",7/8/2024 11:00,23.107969,72.574648,PM2.5,19,43,29
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",7/8/2024 11:00,23.107969,72.574648,SO2,12,24,20
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",7/8/2024 11:00,23.107969,72.574648,CO,49,60,51
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/8/2024 11:00,23.002657,72.591912,PM2.5,26,80,57
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/8/2024 11:00,23.002657,72.591912,SO2,32,41,36
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/8/2024 11:00,23.020509,72.579261,PM10,32,90,55
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/8/2024 11:00,23.020509,72.579261,CO,29,60,36
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/8/2024 11:00,23.016834,72.625775,PM10,45,101,71
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",7/8/2024 11:00,23.076793,72.627874,NH3,1,12,1
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",7/8/2024 11:00,23.04307,72.562968,SO2,13,28,22
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",7/8/2024 11:00,23.04307,72.562968,OZONE,12,40,18
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",7/8/2024 11:00,23.163798,72.677768,NO2,14,27,19
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,PM10,23,88,50
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,NO2,7,11,10
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,OZONE,3,37,6
India,Gujarat,Surat,"Science Center, Surat - SMC",7/8/2024 11:00,21.170046,72.795405,PM10,16,50,30
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",7/8/2024 11:00,20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",7/8/2024 11:00,20.362421,72.918013,OZONE,4,4,4
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",7/8/2024 11:00,30.379589,76.778328,PM2.5,17,62,40
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",7/8/2024 11:00,28.6701,76.9254,PM10,19,44,28
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",7/8/2024 11:00,28.6701,76.9254,OZONE,30,41,37
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/8/2024 11:00,28.3419248,77.319699,NH3,2,3,2
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/8/2024 11:00,28.806223,76.141105,PM10,69,74,70
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/8/2024 11:00,28.593883,76.270653,NH3,6,8,7
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/8/2024 11:00,28.593883,76.270653,SO2,9,23,15
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",7/8/2024 11:00,28.39072,77.30059,PM10,38,104,76
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/8/2024 11:00,28.376058,77.315741,OZONE,5,10,9
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",7/8/2024 11:00,28.4417,77.3217,NO2,16,17,16
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",7/8/2024 11:00,28.4417,77.3217,OZONE,7,9,7
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/8/2024 11:00,29.503664,75.467934,PM2.5,12,31,29
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/8/2024 11:00,29.503664,75.467934,OZONE,12,31,23
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/8/2024 11:00,28.4227,77.0667,PM2.5,21,61,38
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/8/2024 11:00,28.4227,77.0667,PM10,41,105,65
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/8/2024 11:00,28.4275,77.1465,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/8/2024 11:00,28.4275,77.1465,PM10,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/8/2024 11:00,28.4275,77.1465,CO,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",7/8/2024 11:00,28.4501238,77.0263051,SO2,15,32,20
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",7/8/2024 11:00,29.14056,75.744941,NO2,9,13,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB",7/8/2024 11:00,29.307814,76.337619,NO2,8,18,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB",7/8/2024 11:00,29.307814,76.337619,SO2,1,6,1
India,Haryana,Jind,"Police Lines, Jind - HSPCB",7/8/2024 11:00,29.307814,76.337619,CO,8,112,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",7/8/2024 11:00,29.8006,76.4155,NO2,24,26,25
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",7/8/2024 11:00,29.966942,76.875879,OZONE,NA,NA,NA
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",7/8/2024 11:00,27.9002,76.9938,PM2.5,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",7/8/2024 11:00,28.360699,76.93609,NO2,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",7/8/2024 11:00,28.360699,76.93609,CO,8,20,10
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",7/8/2024 11:00,29.432304,76.972765,PM10,57,81,59
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",7/8/2024 11:00,28.52123,76.37138,PM2.5,5,28,17
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",7/8/2024 11:00,29.5364,75.0158,OZONE,22,54,42
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",7/8/2024 11:00,29.0272,77.0621,NH3,3,10,9
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",7/8/2024 11:00,29.0272,77.0621,SO2,13,29,19
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/8/2024 11:00,30.1480566,77.2893471,SO2,NA,NA,NA
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/8/2024 11:00,30.943887,76.801991,NO2,8,19,14
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",7/8/2024 11:00,34.066206,74.81982,SO2,11,36,17
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",7/8/2024 11:00,23.80569,86.44268,PM10,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",7/8/2024 11:00,23.80569,86.44268,CO,74,186,74
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",7/8/2024 11:00,23.707909,86.41467,CO,16,35,35
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC",7/8/2024 11:00,23.66988,86.411725,CO,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",7/8/2024 11:00,16.172806,75.659694,OZONE,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",7/8/2024 11:00,15.888653,74.541751,NO2,4,56,24
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",7/8/2024 11:00,12.951913,77.539784,PM10,24,68,40
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",7/8/2024 11:00,12.951913,77.539784,NH3,1,1,1
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",7/8/2024 11:00,12.9756843,77.5660749,CO,51,104,70
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",7/8/2024 11:00,13.029152,77.585901,NO2,5,6,5
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",7/8/2024 11:00,13.029152,77.585901,OZONE,4,29,5
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",7/8/2024 11:00,12.7816279,77.6299145,NO2,31,34,32
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",7/8/2024 11:00,13.0270199,77.494094,NO2,19,42,34
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",7/8/2024 11:00,13.0270199,77.494094,NH3,1,8,2
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",7/8/2024 11:00,12.990328,77.5431385,PM10,33,69,38
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",7/8/2024 11:00,13.0246342,77.5080115,PM2.5,18,44,32
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",7/8/2024 11:00,12.917348,77.622813,PM2.5,2,37,17
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",7/8/2024 11:00,12.917348,77.622813,PM10,17,140,67
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",7/8/2024 11:00,12.917348,77.622813,SO2,12,18,14
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",7/8/2024 11:00,12.917348,77.622813,CO,16,104,41
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",7/8/2024 11:00,17.930306,77.482194,NO2,6,7,6
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",7/8/2024 11:00,17.930306,77.482194,SO2,15,24,19
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",7/8/2024 11:00,17.930306,77.482194,OZONE,5,10,6
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",7/8/2024 11:00,11.55358,76.55521,NO2,17,36,23
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",7/8/2024 11:00,13.428828,77.731418,PM10,12,73,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",7/8/2024 11:00,13.428828,77.731418,NO2,4,9,6
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",7/8/2024 11:00,13.328028,75.797056,CO,11,165,11
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",7/8/2024 11:00,14.4758,75.9052,PM10,NA,NA,NA
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",7/8/2024 11:00,15.459706,75.008381,PM2.5,32,53,41
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",7/8/2024 11:00,15.459706,75.008381,NH3,2,5,3
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",7/8/2024 11:00,15.459706,75.008381,CO,10,74,31
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",7/8/2024 11:00,15.411456,75.638133,NH3,1,3,2
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",7/8/2024 11:00,13.008556,76.125258,PM10,4,42,24
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",7/8/2024 11:00,13.008556,76.125258,NH3,1,3,2
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",7/8/2024 11:00,13.008556,76.125258,SO2,5,49,18
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",7/8/2024 11:00,13.008556,76.125258,OZONE,12,24,20
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",7/8/2024 11:00,15.3714823,75.1160168,NO2,7,16,11
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",7/8/2024 11:00,15.3714823,75.1160168,NH3,1,4,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",7/8/2024 11:00,17.336318,76.847397,SO2,2,6,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",7/8/2024 11:00,17.336318,76.847397,CO,23,32,26
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",7/8/2024 11:00,17.336318,76.847397,OZONE,3,13,4
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",7/8/2024 11:00,13.1276288,78.1570122,PM2.5,17,85,36
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",7/8/2024 11:00,13.1276288,78.1570122,NO2,6,9,7
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",7/8/2024 11:00,15.34763,76.181767,NH3,5,10,8
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",7/8/2024 11:00,15.34763,76.181767,SO2,30,32,30
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",7/8/2024 11:00,12.415911,75.73505,NO2,1,2,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",7/8/2024 11:00,12.415911,75.73505,SO2,4,4,4
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",7/8/2024 11:00,12.88925,74.853,PM10,31,89,52
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",7/8/2024 11:00,12.88925,74.853,CO,6,30,7
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",7/8/2024 11:00,12.88925,74.853,OZONE,30,37,35
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",7/8/2024 11:00,12.21041,76.37376,NH3,1,3,2
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",7/8/2024 11:00,13.94,75.555917,PM10,20,174,42
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",7/8/2024 11:00,13.94,75.555917,OZONE,3,56,11
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",7/8/2024 11:00,13.34194444,74.74694444,OZONE,23,25,24
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",7/8/2024 11:00,16.802639,75.722694,NH3,2,2,2
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",7/8/2024 11:00,16.7602,77.1428,OZONE,NA,NA,NA
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",7/8/2024 11:00,10.073232,76.302765,NH3,1,1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",7/8/2024 11:00,8.8787,76.6073,PM2.5,22,84,51
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",7/8/2024 11:00,8.5637,76.8865,PM10,55,65,59
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",7/8/2024 11:00,8.5637,76.8865,NO2,6,7,7
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",7/8/2024 11:00,8.5149093,76.9435879,NH3,6,7,7
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",7/8/2024 11:00,10.5324,76.2159,PM2.5,32,37,34
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",7/8/2024 11:00,10.5324,76.2159,SO2,1,2,1
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",7/8/2024 11:00,23.264759,77.381568,PM10,38,109,76
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",7/8/2024 11:00,23.210494,77.425409,CO,16,22,17
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",7/8/2024 11:00,23.233584,77.400574,PM10,28,96,58
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",7/8/2024 11:00,22.9682591,76.064118,PM10,58,105,76
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",7/8/2024 11:00,26.203442,78.193251,PM10,27,74,47
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",7/8/2024 11:00,26.203442,78.193251,CO,2,38,27
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",7/8/2024 11:00,26.200388,78.147714,PM2.5,17,45,31
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",7/8/2024 11:00,26.200388,78.147714,NH3,3,4,3
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",7/8/2024 11:00,22.431,75.5213,NO2,28,41,35
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",7/8/2024 11:00,22.431,75.5213,NH3,2,2,2
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",7/8/2024 11:00,22.431,75.5213,OZONE,20,34,24
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",7/8/2024 11:00,22.7524,75.8872,CO,12,16,16
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",7/8/2024 11:00,22.678,75.8559,NH3,NA,NA,NA
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",7/8/2024 11:00,22.678,75.8559,CO,NA,NA,NA
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",7/8/2024 11:00,23.142888,79.916147,SO2,7,11,9
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",7/8/2024 11:00,23.142888,79.916147,OZONE,14,29,22
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",7/8/2024 11:00,23.168606,79.932247,PM10,14,34,26
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",7/8/2024 11:00,23.168606,79.932247,OZONE,9,20,15
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",7/8/2024 11:00,23.218135,79.95777,NH3,5,5,5
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",7/8/2024 11:00,23.218135,79.95777,SO2,6,8,7
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",7/8/2024 11:00,24.2613009,80.7231783,PM2.5,NA,NA,NA
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",7/8/2024 11:00,22.624758,75.675238,SO2,15,27,22
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",7/8/2024 11:00,23.331731,75.045981,NO2,8,8,8
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",7/8/2024 11:00,23.838586,78.759431,SO2,1,8,3
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",7/8/2024 11:00,24.58434363,80.8549414,PM10,18,18,18
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",7/8/2024 11:00,24.58434363,80.8549414,SO2,1,2,2
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",7/8/2024 11:00,24.10897,82.64558,PM10,18,69,36
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",7/8/2024 11:00,19.10122,74.73339,PM2.5,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",7/8/2024 11:00,20.719516,77.000253,NO2,8,19,11
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",7/8/2024 11:00,20.719516,77.000253,OZONE,9,19,10
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",7/8/2024 11:00,20.9402359,77.7895248,NO2,2,14,7
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",7/8/2024 11:00,20.9402359,77.7895248,OZONE,2,17,5
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",7/8/2024 11:00,20.939198,77.765701,NO2,4,32,9
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",7/8/2024 11:00,19.87562,75.38731,NO2,1,16,8
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",7/8/2024 11:00,19.87562,75.38731,OZONE,16,107,29
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",7/8/2024 11:00,19.16485,73.23409,PM10,24,49,34
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",7/8/2024 11:00,19.16485,73.23409,SO2,6,17,12
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",7/8/2024 11:00,19.309073,73.057223,SO2,6,11,9
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",7/8/2024 11:00,19.309073,73.057223,CO,13,90,29
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",7/8/2024 11:00,19.309073,73.057223,OZONE,7,19,9
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",7/8/2024 11:00,19.786089,72.757971,PM10,NA,NA,NA
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",7/8/2024 11:00,19.9629,79.298714,PM2.5,12,62,24
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",7/8/2024 11:00,19.9629,79.298714,PM10,19,64,29
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",7/8/2024 11:00,19.9775302,79.2337086,NO2,18,24,21
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",7/8/2024 11:00,20.918946,74.776388,PM2.5,11,32,22
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",7/8/2024 11:00,20.918946,74.776388,NO2,1,9,4
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",7/8/2024 11:00,19.854616,75.905894,PM2.5,9,38,25
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",7/8/2024 11:00,19.25292,73.142019,OZONE,5,6,6
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",7/8/2024 11:00,18.39963,76.57452,NH3,5,8,6
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",7/8/2024 11:00,18.39963,76.57452,SO2,2,5,4
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",7/8/2024 11:00,18.1023399,73.4783687,PM10,27,47,35
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",7/8/2024 11:00,18.1023399,73.4783687,NH3,3,5,4
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",7/8/2024 11:00,18.1023399,73.4783687,OZONE,9,41,17
